0	-0.00708711578276793	0	-0.0168098419768799
0.066667	0.128815628815629	0.066667	0.258935199915155
0.133334	0.294447098794925	0.133334	0.517711316152296
0.200001	0.434596804162022	0.200001	0.712853961183582
0.266668	0.587487391835218	0.266668	0.87405875490508
0.333335	0.731884057971015	0.333335	0.98011454024817
0.400002	0.889021606412911	0.400002	1.0564747056952
0.466669	1.02067739024261	0.466669	1.07768586276381
0.533336	1.1693210171471	0.533336	1.06071693710892
0.600003	1.326458565589	0.600003	1.00132569731679
0.66667	1.4708552317248	0.66667	0.903754374801145
0.733337	1.62799278016669	0.733337	0.746791812493371
0.800004	1.77663640707119	0.800004	0.568618093116979
0.866671	1.92952699474439	0.866671	0.32256867112101
0.933338	2.04844189626798	0.933338	0.0977304061936578
